book_id,num_pages,mean_score,median_score,best_score,best_page_id,worst_score,worst_page_id
d2_0001-0100_without_marginalia,493,0.2557818836175472,0.02254330339433215,0.01600203034338847,1738471039_00000135,0.9978392005961727,1737379171_00000132
